page1,page2,similarity
"""Chef Jet Tila""","""Lillie's Asian Cuisine""",0.5791684985160828
"""Chef Jet Tila""","""Aliya LeeKong""",0.5779025554656982
"""Chef Jet Tila""","""Amandine Chaignot""",0.576848566532135
"""Chef Jet Tila""","""Domino's Pizza""",0.5756471157073975
"""Chef Jet Tila""","""Domino's Pizza""",0.5756195783615112
"""Chef Jet Tila""","""Cadillac Bar Houston""",0.574639081954956
"""Chef Jet Tila""","""McDonald's""",0.5743666291236877
"""Chef Jet Tila""","""Yard House""",0.573414146900177
"""Grotto""","""Per Se""",0.5729283094406128
"""Grotto""","""Guy Savoy""",0.5726938247680664
"""Grotto""","""Alex French Guy Cooking""",0.5709613561630249
"""Grotto""","""Olive Garden México""",0.5707946419715881
"""Grotto""","""Cuoco Filippo La Mantia""",0.569551944732666
"""Grotto""","""José Andrés""",0.5655697584152222
"""Grotto""","""Ravintola Salve""",0.5644733309745789
"""Grotto""","""Mei Lin""",0.5640320181846619
"""Grotto""","""Cindy Pawlcyn""",0.5636425018310547
"""Grotto""","""Germán Martitegui""",0.5624053478240967
"""Domino's Pizza""","""Chef Diego Lozano""",0.5920921564102173
"""Domino's Pizza""","""Mei Lin""",0.5911943912506104
"""Domino's Pizza""","""Chart House""",0.5848783850669861
"""Domino's Pizza""","""Chef Guy Martin""",0.5832681655883789
"""Domino's Pizza""","""Clodagh McKenna""",0.5748805999755859
"""Domino's Pizza""","""T-rex Cafe""",0.5741419792175293
"""Domino's Pizza""","""Taco Bell Costa Rica""",0.5716432332992554
"""Domino's Pizza""","""Eva Arguiñano""",0.5715546607971191
"""Domino's Pizza""","""Tom's Kitchen""",0.5706239938735962
"""Domino's Pizza""","""KFC""",0.5702887773513794
"""McDonald's""","""KFC""",0.5925276279449463
"""McDonald's""","""Lindsay Ann Bakes""",0.5886019468307495
"""McDonald's""","""McDonald's""",0.5838820934295654
"""McDonald's""","""Saransh Goila""",0.580810546875
"""McDonald's""","""Cucina by Wolfgang Puck""",0.5735029578208923
"""McDonald's""","""Bruno Barbieri""",0.5724557638168335
"""McDonald's""","""Hubert Keller""",0.5715612769126892
"""McDonald's""","""Thierry Rautureau""",0.5707730054855347
"""McDonald's""","""Gemma Stafford""",0.5701855421066284
"""McDonald's""","""José Santaella""",0.5698984265327454
"""Seasons 52""","""Domino's Mx""",0.6119415163993835
"""Seasons 52""","""Josh Marks""",0.6063888669013977
"""Seasons 52""","""Christophe Adam""",0.5923818349838257
"""Seasons 52""","""Nando's""",0.5835641026496887
"""Seasons 52""","""NishaMadhulika""",0.5792003273963928
"""Seasons 52""","""McDonald's""",0.5768166184425354
"""Seasons 52""","""Grand Concourse""",0.5752820372581482
"""Seasons 52""","""Nando's""",0.5728403329849243
"""Seasons 52""","""McDonald's""",0.5720361471176147
"""Seasons 52""","""Wolfgang Puck""",0.5703713893890381
"""Norbert Tarayre""","""Graham Elliot""",0.5948823690414429
"""Norbert Tarayre""","""KFC""",0.5940766334533691
"""Norbert Tarayre""","""Subway""",0.5768872499465942
"""Norbert Tarayre""","""Bahama Breeze Island Grille""",0.5748276710510254
"""Norbert Tarayre""","""Crystal Jade Palace - JW Marriott Hotel Hanoi""",0.5743091106414795
"""Norbert Tarayre""","""Yard House""",0.5737745761871338
"""Norbert Tarayre""","""Subway, Cayman Islands""",0.5728747248649597
"""Norbert Tarayre""","""Domino's Pizza""",0.5715913772583008
"""Norbert Tarayre""","""Magnum""",0.5698553919792175
"""Norbert Tarayre""","""McDonald's""",0.5652681589126587
"""Chef Jimmy Boswell""","""Russell Jackson""",0.5943788290023804
"""Chef Jimmy Boswell""","""Nando's""",0.589187502861023
"""Chef Jimmy Boswell""","""Domino's Pizza""",0.5753063559532166
"""Chef Jimmy Boswell""","""Crepes & Waffles""",0.569993257522583
"""Chef Jimmy Boswell""","""Cadillac Bar Houston""",0.5651110410690308
"""Chef Jimmy Boswell""","""foodpanda - 空腹熊貓""",0.5646495819091797
"""Chef Jimmy Boswell""","""Lío""",0.5625054836273193
"""Chef Jimmy Boswell""","""Anne-Sophie Pic""",0.5621983408927917
"""Chef Jimmy Boswell""","""Opry City Stage""",0.561771810054779
"""Chef Jimmy Boswell""","""Gary Mehigan""",0.561487078666687
"""McDonald's Paraguay""","""Aquarium Restaurant - Nashville""",0.6088753938674927
"""McDonald's Paraguay""","""Michael White""",0.5978606939315796
"""McDonald's Paraguay""","""Marcus Samuelsson""",0.595077395439148
"""McDonald's Paraguay""","""KFC""",0.5853192806243896
"""McDonald's Paraguay""","""Cadillac Bar Houston""",0.575114905834198
"""McDonald's Paraguay""","""Jimmy John's""",0.5749180316925049
"""McDonald's Paraguay""","""Chef Guy Martin""",0.5745055079460144
"""McDonald's Paraguay""","""Carlos Bertolazzi""",0.5718504190444946
"""McDonald's Paraguay""","""Crystal Jade Singapore""",0.5679212808609009
"""McDonald's Paraguay""","""Jumia Food""",0.5676434636116028
"""Relais & Châteaux""","""Gemma Stafford""",0.6169695854187012
"""Relais & Châteaux""","""KFC""",0.5938267111778259
"""Relais & Châteaux""","""Angelo Sosa""",0.5849698185920715
"""Relais & Châteaux""","""Nando's""",0.5815635323524475
"""Relais & Châteaux""","""Chili's Grill & Bar""",0.5780537128448486
"""Relais & Châteaux""","""Crystal Jade Singapore""",0.5724110007286072
"""Relais & Châteaux""","""Donato De Santis""",0.5688489675521851
"""Relais & Châteaux""","""Chef Nina Compton""",0.567254364490509
"""Relais & Châteaux""","""Saransh Goila""",0.5665865540504456
"""Relais & Châteaux""","""Eduardo Palazuelos""",0.5659204721450806
"""Four Seasons Hotels and Resorts""","""McDonald's""",0.5834466814994812
"""Four Seasons Hotels and Resorts""","""KFC""",0.5791407227516174
"""Four Seasons Hotels and Resorts""","""McDonald's""",0.57822585105896
"""Four Seasons Hotels and Resorts""","""Dunkin' Donuts""",0.5777153372764587
"""Four Seasons Hotels and Resorts""","""Felicitas Pizarro""",0.5760108828544617
"""Four Seasons Hotels and Resorts""","""Gaston Acurio""",0.5716581344604492
"""Four Seasons Hotels and Resorts""","""Chef Marc Murphy""",0.5716257691383362
"""Four Seasons Hotels and Resorts""","""Maneet Chauhan""",0.5703350305557251
"""Four Seasons Hotels and Resorts""","""Robin Miller""",0.5691662430763245
"""Four Seasons Hotels and Resorts""","""Chef Nina Compton""",0.5674920082092285
"""Sanjeev Kapoor""","""Anne-Sophie Pic""",0.590550422668457
"""Sanjeev Kapoor""","""'Wichcraft""",0.5855680704116821
"""Sanjeev Kapoor""","""Bruno Barbieri""",0.5823205709457397
"""Sanjeev Kapoor""","""Crystal Jade Palace - JW Marriott Hotel Hanoi""",0.5705989599227905
"""Sanjeev Kapoor""","""KFC""",0.5699387788772583
"""Sanjeev Kapoor""","""Xi'an Famous Foods 西安名吃""",0.569786548614502
"""Sanjeev Kapoor""","""Gandy Dancer Saloon/Oyster Bar""",0.569663941860199
"""Sanjeev Kapoor""","""foodpanda - 空腹熊貓""",0.5694859027862549
"""Sanjeev Kapoor""","""McDonald's""",0.5685381889343262
"""Sanjeev Kapoor""","""KFC""",0.5681622624397278
"""Chef Billy Parisi""","""Russell Jackson""",0.5977588295936584
"""Chef Billy Parisi""","""Guy Savoy""",0.5965465307235718
"""Chef Billy Parisi""","""foodpanda - 空腹熊貓""",0.591971755027771
"""Chef Billy Parisi""","""Domino's Australia""",0.5853152871131897
"""Chef Billy Parisi""","""McDonald's""",0.5816481113433838
"""Chef Billy Parisi""","""Emmi CAFFÈ LATTE""",0.578254222869873
"""Chef Billy Parisi""","""Pierre Sang Boyer Officiel""",0.5737565159797668
"""Chef Billy Parisi""","""KFC""",0.5714723467826843
"""Chef Billy Parisi""","""Eduardo Palazuelos""",0.5712712407112122
"""Chef Billy Parisi""","""KFC""",0.5673989653587341
"""Ravintola Salve""","""Brew Bistro and Lounge""",0.6143653988838196
"""Ravintola Salve""","""Big Fish Seafood Bistro""",0.5974672436714172
"""Ravintola Salve""","""Nando's""",0.5955199599266052
"""Ravintola Salve""","""Christine Ha""",0.5778032541275024
"""Ravintola Salve""","""El Torito""",0.5745654106140137
"""Ravintola Salve""","""Kevin Dundon""",0.5742496848106384
"""Ravintola Salve""","""Dunkin' Donuts""",0.5712783336639404
"""Ravintola Salve""","""Dale Talde""",0.5692775845527649
"""Ravintola Salve""","""PROPERCORN""",0.5670994520187378
"""Ravintola Salve""","""Burger King Thailand""",0.5663710236549377
"""Claire Robinson""","""Chef Rick Tramonto""",0.6045310497283936
"""Claire Robinson""","""My Cupcake Addiction""",0.5737985968589783
"""Claire Robinson""","""Taco Bell UK""",0.5730735063552856
"""Claire Robinson""","""Chef Jet Tila""",0.5716988444328308
"""Claire Robinson""","""Suzanne Goin""",0.5690048933029175
"""Claire Robinson""","""David Chang""",0.5661710500717163
"""Claire Robinson""","""Emma Frisch""",0.5654281377792358
"""Claire Robinson""","""Outlander Kitchen""",0.5651677846908569
"""Claire Robinson""","""Cuoco Filippo La Mantia""",0.5617817640304565
"""Claire Robinson""","""Chef Derrick Fox""",0.5608130693435669
"""Paul Bocuse""","""Burger King Thailand""",0.6139682531356812
"""Paul Bocuse""","""Gandy Dancer""",0.5776030421257019
"""Paul Bocuse""","""Robin Miller""",0.5756688117980957
"""Paul Bocuse""","""Taco Bell UK""",0.5745029449462891
"""Paul Bocuse""","""foodpanda""",0.5742805004119873
"""Paul Bocuse""","""Chef Todd Mohr""",0.5718381404876709
"""Paul Bocuse""","""Mirko Ronzoni""",0.5702027678489685
"""Paul Bocuse""","""Peohe's""",0.5682612657546997
"""Paul Bocuse""","""Hilah Cooking""",0.568023681640625
"""Paul Bocuse""","""Simon Gault""",0.5676360130310059
"""UMass Dining""","""Nando's""",0.5976960062980652
"""UMass Dining""","""KFC""",0.5926373600959778
"""UMass Dining""","""Nutella Cafe Chicago""",0.5777578353881836
"""UMass Dining""","""McDonald's""",0.5763177871704102
"""UMass Dining""","""Mei Lin""",0.5741540193557739
"""UMass Dining""","""Carl's Jr.""",0.5705447793006897
"""UMass Dining""","""Big Fish Seafood Bistro""",0.5680316686630249
"""UMass Dining""","""Sonia Peronaci""",0.563055694103241
"""UMass Dining""","""Massimo Mele""",0.5623129606246948
"""UMass Dining""","""Dina Nikolaou""",0.5616167187690735
"""Domino's Pizza Nigeria""","""Pollo Campero Guatemala""",0.577870786190033
"""Domino's Pizza Nigeria""","""Jehangir""",0.576323390007019
"""Domino's Pizza Nigeria""","""Ernst Knam""",0.5762302279472351
"""Domino's Pizza Nigeria""","""Papacho's""",0.5751247406005859
"""Domino's Pizza Nigeria""","""KFC""",0.5737497806549072
"""Domino's Pizza Nigeria""","""Marc Forgione""",0.5733264088630676
"""Domino's Pizza Nigeria""","""Shane Delia""",0.5714181661605835
"""Domino's Pizza Nigeria""","""McDonald's""",0.5699465274810791
"""Domino's Pizza Nigeria""","""Chef Claudia's Cocina""",0.569682240486145
"""Domino's Pizza Nigeria""","""Burger King México""",0.5686694979667664
"""Chef Brian Duffy""","""Taco Bell India""",0.6023258566856384
"""Chef Brian Duffy""","""Veggie Grill""",0.5927740931510925
"""Chef Brian Duffy""","""Jumia Food""",0.5878251194953918
"""Chef Brian Duffy""","""Alfred Portale""",0.5735887289047241
"""Chef Brian Duffy""","""McDonald's""",0.5727682709693909
"""Chef Brian Duffy""","""Melissa King""",0.5722170472145081
"""Chef Brian Duffy""","""YANNICK ALLENO OFFICIEL""",0.5719765424728394
"""Chef Brian Duffy""","""Domino's Pizza""",0.5702714920043945
"""Chef Brian Duffy""","""Monti Carlo""",0.5686049461364746
"""Chef Brian Duffy""","""Juliana Lopez May""",0.5656126737594604
"""Barbie Marshall""","""Valentin Neraudeau""",0.5985499620437622
"""Barbie Marshall""","""Dean Fearing""",0.5880588293075562
"""Barbie Marshall""","""McDonald's""",0.5848657488822937
"""Barbie Marshall""","""Five Guys""",0.578555166721344
"""Barbie Marshall""","""Domino's Pizza""",0.5778084397315979
"""Barbie Marshall""","""Alessandro Borghese""",0.5739364624023438
"""Barbie Marshall""","""Michael White""",0.568364679813385
"""Barbie Marshall""","""Emma Frisch""",0.5675673484802246
"""Barbie Marshall""","""Nando's""",0.5661439895629883
"""Barbie Marshall""","""Second Floor Cafe 貳樓餐飲""",0.5659834146499634
"""McDonald's Vietnam""","""Domino's Pizza""",0.5979810357093811
"""McDonald's Vietnam""","""Big Fish Seafood Bistro""",0.5863131284713745
"""McDonald's Vietnam""","""Alberto Chicote""",0.58500075340271
"""McDonald's Vietnam""","""Chef Pete Evans""",0.5808666944503784
"""McDonald's Vietnam""","""Bryce Shuman""",0.5792720913887024
"""McDonald's Vietnam""","""Outback Steakhouse""",0.5792356729507446
"""McDonald's Vietnam""","""JW Café - JW Marriott Hotel Hanoi""",0.5771039128303528
"""McDonald's Vietnam""","""Gary Mehigan""",0.5746464729309082
"""McDonald's Vietnam""","""Melissa King""",0.5730565190315247
"""McDonald's Vietnam""","""John DeLucie""",0.5730211138725281
"""Kirti Bhoutika""","""Texas Roadhouse""",0.587938129901886
"""Kirti Bhoutika""","""Dining with Flynn""",0.5829440951347351
"""Kirti Bhoutika""","""Enrique Olvera""",0.5781106352806091
"""Kirti Bhoutika""","""Bahama Breeze Island Grille""",0.5652837753295898
"""Kirti Bhoutika""","""Chef David Burke""",0.5621761679649353
"""Kirti Bhoutika""","""José Santaella""",0.5602170825004578
"""Kirti Bhoutika""","""Johnny Prep""",0.5594927668571472
"""Kirti Bhoutika""","""Domino's Pizza""",0.5590510368347168
"""Kirti Bhoutika""","""McDonald's""",0.5588738322257996
"""Kirti Bhoutika""","""Fast Ed""",0.5587124824523926
"""McDonald's""","""Red Robin Gourmet Burgers""",0.5952457189559937
"""McDonald's""","""Domino's Pizza""",0.5880054235458374
"""McDonald's""","""hellofood""",0.5791586637496948
"""McDonald's""","""McDonald's""",0.5740464925765991
"""McDonald's""","""Zac Kara""",0.5718846321105957
"""McDonald's""","""Delverde""",0.5702254176139832
"""McDonald's""","""達美樂披薩""",0.5681494474411011
"""McDonald's""","""foodpanda""",0.5672073364257812
"""McDonald's""","""Dunkin' Donuts""",0.567163348197937
"""McDonald's""","""Chef Sue Zemanick""",0.5656696557998657
"""DedeMed""","""McDonald's""",0.5995221734046936
"""DedeMed""","""Chef Carla Hall""",0.5866948962211609
"""DedeMed""","""PROPERCORN""",0.5834423303604126
"""DedeMed""","""Chef Claudia's Cocina""",0.5810000896453857
"""DedeMed""","""Charley's Crab""",0.5777359008789062
"""DedeMed""","""Chef Maeve Rochford""",0.5766164660453796
"""DedeMed""","""Matthew Kenney""",0.5664345622062683
"""DedeMed""","""McDonald's""",0.5649836659431458
"""DedeMed""","""Nando's""",0.5630033612251282
"""DedeMed""","""Pablo Massey""",0.5620477199554443
"""Spike Mendelsohn""","""Burger King México""",0.5912962555885315
"""Spike Mendelsohn""","""Narda Lepes""",0.5736958384513855
"""Spike Mendelsohn""","""Acapulco""",0.5730294585227966
"""Spike Mendelsohn""","""Nyesha Arrington""",0.5668023824691772
"""Spike Mendelsohn""","""Hearth""",0.5625157356262207
"""Spike Mendelsohn""","""Dina Nikolaou""",0.5624786615371704
"""Spike Mendelsohn""","""Pollo Campero Guatemala""",0.5620057582855225
"""Spike Mendelsohn""","""McDonald's""",0.5618492960929871
"""Spike Mendelsohn""","""Danny Smiles""",0.5617955923080444
"""Spike Mendelsohn""","""Celler de Can Roca""",0.5612372159957886
"""Outlander Kitchen""","""Hilah Cooking""",0.6104766726493835
"""Outlander Kitchen""","""Subway, Cayman Islands""",0.5938140153884888
"""Outlander Kitchen""","""Bruno Barbieri""",0.5896259546279907
"""Outlander Kitchen""","""Emmi CAFFÈ LATTE""",0.5859166383743286
"""Outlander Kitchen""","""Christian Bau""",0.5763719081878662
"""Outlander Kitchen""","""Anis Nabilah""",0.5760600566864014
"""Outlander Kitchen""","""Kevin Dundon""",0.575171709060669
"""Outlander Kitchen""","""Magnum""",0.5731934309005737
"""Outlander Kitchen""","""Delverde""",0.5686777234077454
"""Outlander Kitchen""","""James Martin""",0.5662962794303894
"""Wolfgang Puck""","""Lío""",0.5956787467002869
"""Wolfgang Puck""","""Monti Carlo""",0.5862423181533813
"""Wolfgang Puck""","""Daniel Humm""",0.5836340188980103
"""Wolfgang Puck""","""Nando's""",0.583513081073761
"""Wolfgang Puck""","""McDonald's""",0.5782459378242493
"""Wolfgang Puck""","""McDonald's""",0.5772855281829834
"""Wolfgang Puck""","""Chef Marcela Valladolid""",0.5755592584609985
"""Wolfgang Puck""","""KFC""",0.5748302340507507
"""Wolfgang Puck""","""Suzanne Goin""",0.5705602765083313
"""Wolfgang Puck""","""Crystal Jade Palace - JW Marriott Hotel Hanoi""",0.5704978704452515
"""Russell Jackson""","""Chef Billy Parisi""",0.5977588295936584
"""Russell Jackson""","""Chef Jimmy Boswell""",0.5943788290023804
"""Russell Jackson""","""Cindy Pawlcyn""",0.5854313373565674
"""Russell Jackson""","""Nando's""",0.581000030040741
"""Russell Jackson""","""KFC""",0.5802513957023621
"""Russell Jackson""","""Dunkin' Donuts""",0.5707842111587524
"""Russell Jackson""","""Roy Choi""",0.5699569582939148
"""Russell Jackson""","""Chef Cynthia Louise""",0.5694832801818848
"""Russell Jackson""","""Simon Gault""",0.5635877251625061
"""Russell Jackson""","""Jumia Food""",0.5615384578704834
"""D'O - Davide Oldani""","""Hugh Acheson""",0.5937398076057434
"""D'O - Davide Oldani""","""Chef Derrick Fox""",0.5866396427154541
"""D'O - Davide Oldani""","""Chef Mark Garcia""",0.5813758373260498
"""D'O - Davide Oldani""","""Chili's Beirut""",0.5793481469154358
"""D'O - Davide Oldani""","""Cesare Casella""",0.5766537189483643
"""D'O - Davide Oldani""","""Domino's Pizza Türkiye""",0.5737392902374268
"""D'O - Davide Oldani""","""PROPERCORN""",0.5728858113288879
"""D'O - Davide Oldani""","""Food Busker""",0.5720558166503906
"""D'O - Davide Oldani""","""Geoffrey Zakarian""",0.5695021748542786
"""D'O - Davide Oldani""","""McDonald's""",0.5612854957580566
"""KFC""","""Ricardo Cuisine""",0.5951324105262756
"""KFC""","""Martha Collison""",0.5901288390159607
"""KFC""","""Iginio Massari""",0.5842795372009277
"""KFC""","""Cook with Chef Duminda""",0.5818490982055664
"""KFC""","""Chuck Hughes""",0.5810955762863159
"""KFC""","""Kevin Dundon""",0.5724562406539917
"""KFC""","""Virginia Willis""",0.5720041394233704
"""KFC""","""Roy Yamaguchi""",0.5707016587257385
"""KFC""","""McDonald's""",0.5679351687431335
"""KFC""","""Ochikeron""",0.5645147562026978
"""Chef Casey Thompson""","""Steve Konopelski""",0.6072046756744385
"""Chef Casey Thompson""","""Chili's Beirut""",0.6068897247314453
"""Chef Casey Thompson""","""McDonald's""",0.5873245000839233
"""Chef Casey Thompson""","""Burger King Nederland""",0.577819287776947
"""Chef Casey Thompson""","""Delverde""",0.577704668045044
"""Chef Casey Thompson""","""Chef Damaris Phillips""",0.575445294380188
"""Chef Casey Thompson""","""El Torito""",0.5724806785583496
"""Chef Casey Thompson""","""Seamus Mullen""",0.5700007081031799
"""Chef Casey Thompson""","""Clodagh McKenna""",0.5692541599273682
"""Chef Casey Thompson""","""KFC""",0.5685458779335022
"""도미노피자(Dominostory)""","""Marc Veyrat""",0.5946822166442871
"""도미노피자(Dominostory)""","""Dunkin' Donuts""",0.5862067937850952
"""도미노피자(Dominostory)""","""Taco Bell Rep Dom""",0.5840755701065063
"""도미노피자(Dominostory)""","""Karen Martini""",0.5828214883804321
"""도미노피자(Dominostory)""","""Chef Derrick Fox""",0.5742934942245483
"""도미노피자(Dominostory)""","""Eckart Witzigmann""",0.5729427337646484
"""도미노피자(Dominostory)""","""Chef Clément""",0.572392463684082
"""도미노피자(Dominostory)""","""Chef Alex Levin""",0.5722123384475708
"""도미노피자(Dominostory)""","""Second Floor Cafe 貳樓餐飲""",0.5718865990638733
"""도미노피자(Dominostory)""","""Emmi CAFFÈ LATTE""",0.5716785192489624
"""McDonald's""","""Harold Dieterle""",0.5828619003295898
"""McDonald's""","""Chef Jamie DeRosa""",0.5825989842414856
"""McDonald's""","""McDonald's Deutschland Karriere""",0.5823096632957458
"""McDonald's""","""Tom Douglas Restaurants""",0.5807276368141174
"""McDonald's""","""Domino's Pizza""",0.5803072452545166
"""McDonald's""","""Thierry Rautureau""",0.575846791267395
"""McDonald's""","""McDonald's""",0.5723426938056946
"""McDonald's""","""Morton's The Steakhouse""",0.5703979730606079
"""McDonald's""","""Anne-Sophie Pic""",0.5701536536216736
"""McDonald's""","""McDonald's""",0.5698554515838623
"""Dunkin' Donuts""","""Nando's""",0.5921894311904907
"""Dunkin' Donuts""","""Jumia Food""",0.590901255607605
"""Dunkin' Donuts""","""도미노피자(Dominostory)""",0.5862067937850952
"""Dunkin' Donuts""","""Chef Alex Levin""",0.5857464671134949
"""Dunkin' Donuts""","""Veggie Grill""",0.5820305347442627
"""Dunkin' Donuts""","""Taco Bell Rep Dom""",0.5796877145767212
"""Dunkin' Donuts""","""On The Border""",0.575802743434906
"""Dunkin' Donuts""","""The Tuscan Gun""",0.5705196261405945
"""Dunkin' Donuts""","""McDonald's""",0.567377507686615
"""Dunkin' Donuts""","""Frantzén""",0.565236508846283
"""Bruno Ménard""","""Pescaria""",0.5971140265464783
"""Bruno Ménard""","""Lindsay Ann Bakes""",0.5906938314437866
"""Bruno Ménard""","""Domino's Pizza""",0.5906445384025574
"""Bruno Ménard""","""Guy Savoy""",0.5782883763313293
"""Bruno Ménard""","""Diego Guerrero""",0.5751701593399048
"""Bruno Ménard""","""Acapulco""",0.5734317898750305
"""Bruno Ménard""","""Alex French Guy Cooking""",0.5732574462890625
"""Bruno Ménard""","""Emmi CAFFÈ LATTE""",0.571536123752594
"""Bruno Ménard""","""McDonald's Japan""",0.5713014006614685
"""Bruno Ménard""","""Camille Becerra""",0.5710147023200989
"""Dean Sheremet""","""Destino Ibiza""",0.5983339548110962
"""Dean Sheremet""","""Emmi CAFFÈ LATTE""",0.5978334546089172
"""Dean Sheremet""","""Francesco Sole""",0.595830500125885
"""Dean Sheremet""","""Bruno Oteiza""",0.5838357210159302
"""Dean Sheremet""","""RIBS - True American Barbecue""",0.581952691078186
"""Dean Sheremet""","""Domino's Pizza""",0.5784342288970947
"""Dean Sheremet""","""Niko Romito""",0.5778771638870239
"""Dean Sheremet""","""Matt Moran""",0.5763005018234253
"""Dean Sheremet""","""Jumia Food""",0.575100839138031
"""Dean Sheremet""","""Carrabba's Italian Grill""",0.5737571120262146
"""Emily Ellyn""","""Francesco Sole""",0.587736964225769
"""Emily Ellyn""","""Taco Bell Costa Rica""",0.585114598274231
"""Emily Ellyn""","""Nikki Dinki""",0.5837938189506531
"""Emily Ellyn""","""Nando's""",0.5779595375061035
"""Emily Ellyn""","""KFC""",0.5731067657470703
"""Emily Ellyn""","""翠華餐廳 Tsui Wah Restaurant""",0.5700677037239075
"""Emily Ellyn""","""Aliya LeeKong""",0.5675739645957947
"""Emily Ellyn""","""Eckart Witzigmann""",0.5672662854194641
"""Emily Ellyn""","""Camille Becerra""",0.5669502019882202
"""Emily Ellyn""","""McDonald's""",0.5658484101295471
"""Hakim Chajar""","""Magnum""",0.5720050930976868
"""Hakim Chajar""","""KFC""",0.5710851550102234
"""Hakim Chajar""","""Audra Morrice""",0.5709257125854492
"""Hakim Chajar""","""Simon Bryant""",0.5707834362983704
"""Hakim Chajar""","""Doug Adams""",0.5707764625549316
"""Hakim Chajar""","""Taco Bell Careers""",0.5693941116333008
"""Hakim Chajar""","""Chef Mark Garcia""",0.5681726932525635
"""Hakim Chajar""","""Donatella Arpaia""",0.5661458969116211
"""Hakim Chajar""","""Magnum""",0.5653810501098633
"""Hakim Chajar""","""foodpanda""",0.5647974014282227
"""'Wichcraft""","""Kunal Kapur""",0.587309718132019
"""'Wichcraft""","""Sanjeev Kapoor""",0.5855680704116821
"""'Wichcraft""","""Vegan Black Metal Chef""",0.5793848633766174
"""'Wichcraft""","""Whataburger""",0.5791312456130981
"""'Wichcraft""","""Ignacio Mattos""",0.5770591497421265
"""'Wichcraft""","""맥도날드 (McDonald's)""",0.575089693069458
"""'Wichcraft""","""Dunkin' Coffee""",0.5722126364707947
"""'Wichcraft""","""KFC""",0.5698682069778442
"""'Wichcraft""","""Ricardo Cuisine""",0.5687502026557922
"""'Wichcraft""","""KFC""",0.5663645267486572
"""Gino D'Acampo""","""Hardee's""",0.5847506523132324
"""Gino D'Acampo""","""Chili's Tunisie""",0.5821012258529663
"""Gino D'Acampo""","""Chef Francois Payard""",0.5776599645614624
"""Gino D'Acampo""","""Virginia Willis""",0.5743364691734314
"""Gino D'Acampo""","""George Pagonis""",0.571273684501648
"""Gino D'Acampo""","""麥當勞""",0.5703117251396179
"""Gino D'Acampo""","""Pescaria""",0.5696191787719727
"""Gino D'Acampo""","""Chef Ana Paula""",0.5688133239746094
"""Gino D'Acampo""","""Burger King Nederland""",0.5686924457550049
"""Gino D'Acampo""","""Danny Smiles""",0.5624020099639893
"""Noma""","""Cadillac Bar Houston""",0.5990318655967712
"""Noma""","""Taco Bell Rep Dom""",0.5946879386901855
"""Noma""","""Santiago Giorgini""",0.5900633335113525
"""Noma""","""Doug Adams""",0.5866317749023438
"""Noma""","""Fabio Viviani""",0.5817781090736389
"""Noma""","""Josh Marks""",0.5754863023757935
"""Noma""","""Cuoco Filippo La Mantia""",0.5731069445610046
"""Noma""","""Peter Kuruvita""",0.5727023482322693
"""Noma""","""McDonald's""",0.5672945976257324
"""Noma""","""Carrabba's Italian Grill""",0.5663313865661621
"""Alain Ducasse""","""Jumia Food""",0.5934022665023804
"""Alain Ducasse""","""Zoёs Kitchen""",0.5833146572113037
"""Alain Ducasse""","""Stephanie Izard""",0.5722557902336121
"""Alain Ducasse""","""KFC""",0.5682523250579834
"""Alain Ducasse""","""Olive Garden México""",0.5682470202445984
"""Alain Ducasse""","""Carl's Jr. NZ""",0.5670878291130066
"""Alain Ducasse""","""Dunkin' Donuts""",0.5652112364768982
"""Alain Ducasse""","""Chef David Burke""",0.562754213809967
"""Alain Ducasse""","""Amandine Chaignot""",0.5603141784667969
"""Alain Ducasse""","""Paul Qui""",0.559644341468811
"""Texas Roadhouse""","""Chef Robert Irvine""",0.5882097482681274
"""Texas Roadhouse""","""Kirti Bhoutika""",0.587938129901886
"""Texas Roadhouse""","""Jumia Food""",0.5768657326698303
"""Texas Roadhouse""","""Delverde""",0.5762031674385071
"""Texas Roadhouse""","""KFC""",0.5743942856788635
"""Texas Roadhouse""","""Nando's""",0.571273922920227
"""Texas Roadhouse""","""McDonald's""",0.5683677196502686
"""Texas Roadhouse""","""Taco Bell Costa Rica""",0.5680938959121704
"""Texas Roadhouse""","""foodpanda / hellofood""",0.5666261315345764
"""Texas Roadhouse""","""Lee Anne Wong""",0.564056932926178
"""Logan Junior Chef""","""Eva Arguiñano""",0.6016730070114136
"""Logan Junior Chef""","""Emmi CAFFÈ LATTE""",0.5967573523521423
"""Logan Junior Chef""","""Cadillac Bar Houston""",0.5939193964004517
"""Logan Junior Chef""","""Chef Hirohiko Shoda""",0.5903320908546448
"""Logan Junior Chef""","""Jimmy John's""",0.5691229104995728
"""Logan Junior Chef""","""Iginio Massari""",0.566240668296814
"""Logan Junior Chef""","""Ben Sargent & Dr. Klaw""",0.5660870671272278
"""Logan Junior Chef""","""Saransh Goila""",0.5658624768257141
"""Logan Junior Chef""","""Jose Garces""",0.5651314854621887
"""Logan Junior Chef""","""Susan Feniger""",0.5635044574737549
"""Domino's Pizza""","""Tom Colicchio""",0.5959100723266602
"""Domino's Pizza""","""Domino's Pizza""",0.5943145155906677
"""Domino's Pizza""","""Eric Ripert""",0.5937960743904114
"""Domino's Pizza""","""Dean Fearing""",0.5890316963195801
